Pos,Race No,Name,Time,Gender,Gen Pos,"CP 1 - KM 2,8",CP 2 - KM 6.3,"CP 3 - KM 8,8",CP 4 - KM 12,Finish,race_name,race_large_logo,race_category,runner_id,race_link
101,21049,Wayan Sumerta,02:43:18,Male,74,00:19:38,00:25:46,00:17:54,00:24:37,01:15:12,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184530,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
102,21121,21K PHM 9,02:43:25,Unknown,22,00:17:44,00:22:05,00:15:55,00:21:37,01:25:53,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-185065,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
103,21017,Fahmi Budiman,02:43:26,Male,75,00:17:44,00:22:03,00:15:55,00:21:13,01:26:17,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184498,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
104,21074,Nanda Januardi,02:44:30,Male,76,00:18:12,00:24:49,00:18:01,00:24:33,01:18:46,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184555,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
105,21048,Wan Renaldo,02:46:46,Male,77,00:19:33,00:25:45,00:17:58,00:25:06,01:18:09,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184529,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
106,21052,Faidol Barika,02:50:52,Male,78,00:19:38,00:26:21,00:19:22,00:25:58,01:19:23,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184533,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
107,21051,Guntur Mulyanagara,02:50:52,Male,79,00:19:33,00:25:52,00:18:36,00:25:57,01:20:41,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184532,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
108,21020,Denis Asad,02:52:53,Male,80,00:20:25,00:25:17,00:19:00,00:26:23,01:21:46,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184501,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
109,21108,Abdul Aziz,02:53:38,Unknown,23,00:19:57,00:26:44,00:17:58,00:28:04,01:20:45,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-185055,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
110,21029,Doddy Pratama,02:57:34,Male,81,00:20:46,00:26:43,00:19:45,00:25:07,01:24:58,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184510,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
111,21120,21K PHM 8,03:01:10,Unknown,24,00:19:26,00:28:07,00:23:12,00:27:41,01:22:36,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-185064,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
112,21122,21K PHM 10,03:05:03,Unknown,25,00:19:26,00:28:08,00:23:11,00:27:42,01:26:28,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-185066,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
113,21090,zuliandi eko prasetyo,03:08:15,Male,82,00:18:42,00:28:38,00:21:39,00:30:14,01:28:51,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184571,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
114,21060,HARI LAKSONO,03:09:01,Male,83,00:21:49,00:29:22,00:21:27,00:27:39,01:28:31,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184541,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
,21079,Jaka kusuma Wardana,DNF,Male,,00:20:33,00:30:27,00:19:12,00:31:34,,Palembang Half Marathon,https://images.racetec.net/results/racelogo/19723/19723_136.jpg,Half Marathon,http://results.scorenow.co.id/myresults.aspx?uid=19723-136-1-184560,http://results.scorenow.co.id/results.aspx?CId=19723&RId=136
