Pos,Race No,Name,Time,Net Time,Runner 1,Transition1,Runner 2,Transition2,Runner 3,Transition3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
61,401,JICA JALAN JALAN 2,00:52:00,00:51:00,00:12:54,00:00:51,00:13:58,00:00:31,00:12:10,00:00:29,00:11:02,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10084,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
62,230,MARUBENI 1,00:52:13,00:51:30,00:11:18,00:00:35,00:12:11,00:00:29,00:13:37,00:00:34,00:13:26,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9913,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
63,109,SHIMIZU07,00:52:15,00:51:26,00:12:36,00:00:33,00:12:51,00:00:30,00:12:52,00:00:27,00:12:24,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9792,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
64,277,BSIN 04 2017,00:52:17,00:51:42,00:10:45,00:00:30,00:11:18,00:00:37,00:13:32,00:00:31,00:15:01,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9960,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
65,5,PANIN DAI ICHI LIFE 4,00:52:24,00:51:47,00:12:57,00:01:29,00:12:32,00:00:35,00:13:29,00:00:25,00:10:54,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9688,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
66,245,HAPPY HITACHI POWER SYSTEMS,00:52:39,00:52:01,00:12:52,00:00:44,00:11:55,00:00:30,00:12:21,00:00:39,00:13:36,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9928,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
67,258,DELOITTE T,00:52:43,00:51:48,00:11:44,00:00:30,00:14:37,00:00:33,00:11:49,00:00:26,00:13:01,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9941,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
68,325,ECL LOGISTICS INDONESIA 2,00:52:49,00:52:14,00:10:24,00:00:30,00:16:50,00:00:30,00:10:15,00:00:36,00:13:42,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10008,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
69,314,TAKENAKA3,00:52:53,00:51:55,00:13:19,00:00:45,00:11:46,00:00:31,00:13:13,00:00:26,00:12:51,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9997,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
70,160,NGK BUSI INDONESIA,00:52:57,00:52:17,00:13:56,00:00:45,00:13:13,00:00:32,00:12:15,00:00:25,00:11:47,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9843,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
71,336,HRIN,00:53:10,00:52:33,00:13:14,00:00:50,00:12:30,00:00:37,00:14:42,00:00:30,00:10:45,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10019,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
72,399,YASUFUKU,00:53:16,00:53:07,00:12:36,00:00:45,00:14:33,00:00:59,00:12:40,00:00:29,00:11:12,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10082,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
73,226,PT NIPPON EXPRESS INDONESIA KPS2,00:53:23,00:52:17,00:13:14,00:00:44,00:12:56,00:00:36,00:13:09,00:00:33,00:12:07,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9909,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
74,161,HIDEJUKI,00:53:30,00:52:55,00:12:46,00:00:38,00:11:10,00:00:32,00:12:37,00:00:30,00:15:15,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9844,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
75,324,ECL LOGISTICS INDONESIA 1,00:53:36,00:52:58,00:13:02,00:00:42,00:09:42,00:02:46,00:15:17,00:00:25,00:11:39,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10007,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
76,87,PANASONIC SOLAR PANEL,00:53:39,00:52:54,00:13:48,00:00:43,00:13:30,00:00:26,00:14:12,00:00:21,00:10:35,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9770,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
77,83,JO TEAM B,00:53:42,00:52:45,00:12:26,00:00:35,00:14:02,00:00:33,00:13:16,00:00:28,00:12:19,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9766,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
78,357,MSIG TEAM 1,00:53:43,00:53:05,00:10:19,00:00:31,00:10:59,00:00:31,00:12:47,00:00:40,00:17:54,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10040,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
79,66,MITSUBISHI CORPORATION 1,00:53:43,00:52:50,00:10:55,00:00:44,00:17:44,00:00:39,00:12:41,00:00:24,00:10:34,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9749,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
80,175,YUTAKA1,00:53:47,00:52:49,00:12:45,00:00:39,00:11:30,00:00:29,00:14:33,00:00:25,00:13:23,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9858,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
81,369,SANGO 1,00:54:35,00:53:33,00:13:50,00:00:35,00:12:47,00:00:34,00:11:44,00:00:26,00:14:37,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10052,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
82,176,KOMATSU KOGYO B,00:54:36,00:53:37,00:12:31,00:00:38,00:14:19,00:00:29,00:13:49,00:00:27,00:12:21,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9859,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
83,386,MISSION OF JAPAN TO ASEAN,00:55:01,00:54:08,00:13:07,00:00:52,00:14:27,00:00:34,00:13:25,00:00:29,00:12:05,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10069,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
84,266,MMKI 07,00:55:02,00:54:13,00:14:42,00:00:48,00:12:48,00:00:34,00:10:42,00:00:25,00:15:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9949,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
85,339,DOLPHIN RUNNING CLUB,00:55:06,00:54:30,00:10:17,00:00:30,00:19:07,00:00:41,00:12:38,00:00:28,00:11:23,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10022,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
86,402,JICA JALAN JALAN 3,00:55:06,00:54:26,00:11:51,00:00:33,00:14:54,00:00:39,00:14:18,00:00:28,00:12:21,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10085,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
87,172,T DOBOKU B,00:55:09,00:54:18,00:13:20,00:00:50,00:14:23,00:00:33,00:12:49,00:00:24,00:12:47,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9855,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
88,224,MEIWA KOGYO 2,00:55:15,00:54:22,00:16:59,00:00:36,00:13:43,00:00:35,00:11:13,00:00:19,00:11:47,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9907,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
89,313,TAKENAKA2,00:55:17,00:54:21,00:15:15,00:01:40,00:12:43,00:00:36,00:11:27,00:00:22,00:13:11,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9996,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
90,95,PANASONIC AUDIO,00:55:20,00:54:38,00:14:35,00:00:50,00:15:24,00:00:39,00:13:03,00:00:21,00:10:25,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9778,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
91,311,TAKENAKA7,00:55:27,00:54:31,00:11:42,00:00:41,00:14:52,00:00:32,00:12:58,00:00:27,00:14:11,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9994,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
92,278,HONDATRADING A,00:55:36,00:55:01,00:09:27,00:00:27,00:17:04,00:00:40,00:13:19,00:00:27,00:14:08,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9961,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
93,332,G TEKT PELANGI,00:55:37,00:55:02,00:12:51,00:00:41,00:14:39,00:00:30,00:12:43,00:00:36,00:13:33,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10015,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
94,347,INDONAKANO BBB,00:55:43,00:55:43,00:11:54,00:00:34,00:11:39,00:00:27,00:14:27,00:00:36,00:16:03,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10030,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
95,199,NTN BEARING 1,00:55:48,00:54:57,00:13:35,00:00:38,00:12:38,00:00:33,00:12:57,00:00:35,00:14:48,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9882,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
96,167,T DOBOKU A,00:55:51,00:55:00,00:14:12,00:00:48,00:15:50,00:00:32,00:13:03,00:00:26,00:10:58,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9850,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
97,259,OS SELNAJAYA 01,00:55:51,00:55:09,00:12:31,00:00:38,00:12:39,00:00:29,00:14:41,00:00:28,00:14:23,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9942,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
98,353,BERLIAN SISTEM INFORMASI 1,00:55:57,00:55:11,00:09:41,00:00:25,00:17:10,00:00:38,00:13:06,00:00:24,00:14:29,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10036,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
99,317,HASABSOLUTE,00:56:02,00:55:04,00:14:31,00:00:47,00:12:58,00:00:37,00:14:09,00:00:29,00:12:28,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10000,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
100,117,SHIMIZU OBAYASHI WIKA JAKON JO 2,00:56:29,00:55:39,00:14:10,00:00:46,00:12:51,00:00:27,00:13:41,00:00:31,00:14:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9800,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
