Pos,Bib No,Name,Category,Cat Pos,Gender,race_name,race_large_logo,race_category,runner_id,race_link
,133,Feryanto Uthama,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161397,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,142,Emmanuel Galbourdin,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161406,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,149,Hari Fajar Putra,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161413,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,150,Leo Mh,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161414,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,156,Andi Satiaputra Prayitna,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161420,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,160,Teddi Apriyadi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161424,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,162,Budiman Hartanu,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161426,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,169,Monty Priosodewo Soemitro,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161433,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,171,Elifian Chandra Prihanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161435,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,173,Andreas Andreas,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161437,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,178,Zenal Arifin,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161442,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,181,Donatus Mulyono,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161445,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,183,Anthon Karuh,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161447,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,185,Siswandi Ndan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161449,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,197,Aditya Nugraha,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161461,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,201,Hasyim Ali,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161465,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,225,Michael Andree Thomssen,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161489,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,227,Bayu Syahputra,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161491,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,232,Ryan Ng,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161496,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,234,Ellianah Setiady,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161498,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
