Pos,Bib No,Name,Category,Cat Pos,Gender,race_name,race_large_logo,race_category,runner_id,race_link
,254,Rezadien Akbar,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161518,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,259,Agung Surya Dana,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161523,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,262,Tommie Prasetyo,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161526,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,265,Kemala Mantilidewi,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161529,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,280,Aroem Alzier,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161544,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,283,Maya Megasari Dewina,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161547,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,288,Rahmat Riyanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161552,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,300,Veronika Vidyanita,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161564,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,304,Baharudin Hasbi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161568,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,305,Rahmad Andum,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161569,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,306,Suwito Cbc,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161570,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,307,Khairul Umam,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161571,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,308,Fahrudin Hasbi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161572,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,309,Noor Falih,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161573,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,312,Bagus Hermawan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161576,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,316,Rizki Cbc,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161580,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,329,Erna Lisa,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161593,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,356,Hendro Susilo,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161620,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,360,Asep Romli,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161624,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,393,Jack Jordan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161657,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,109,Arif Farhan Budiyanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161373,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,110,Budi Harnata,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161374,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,112,Meiditomo Sutyarjoko,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161376,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,113,Chairil Anwar,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161377,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,114,Baruch Djaja,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161378,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,127,Christian Muljono,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161391,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,128,Any Ailiyani,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161392,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,129,Bayu Asmoro,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161393,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,130,Mohammad Komarudin,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161394,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,132,Mahendra Rendiantama,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161396,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
