Pos,Race No,Name,Time,Net Time,Runner 1,Transition1,Runner 2,Transition2,Runner 3,Transition3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
320,302,MMKI 17,01:11:17,01:10:14,00:13:44,00:00:41,00:17:47,00:00:33,00:15:29,00:00:29,00:22:31,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9985,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
321,244,TMEIC02,01:11:18,01:10:42,00:23:19,00:00:47,00:18:18,00:00:38,00:15:46,00:00:31,00:11:57,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9927,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
322,354,BERLIAN SISTEM INFORMASI 2,01:11:26,01:10:40,00:15:12,00:00:45,00:21:10,00:00:41,00:13:52,00:00:30,00:19:15,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10037,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
323,285,MMKI 13,01:11:30,01:10:26,00:14:29,00:00:46,00:18:55,00:00:45,00:20:19,00:00:32,00:15:41,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9968,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
324,42,TOKYU LAND JSI,01:11:33,01:10:48,00:19:26,00:00:38,00:18:48,00:00:38,00:18:10,00:00:33,00:13:17,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9725,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
325,113,SHIMIZU11,01:11:34,01:10:43,00:13:25,00:00:49,00:22:24,00:00:38,00:16:21,00:00:33,00:17:21,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9796,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
326,22,SF02,01:11:40,01:10:32,00:13:17,00:04:14,00:17:26,00:00:38,00:22:46,00:00:28,00:12:48,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9705,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
327,373,KOMPAS 02,01:11:41,01:10:52,00:18:52,00:00:40,00:13:45,00:00:38,00:18:35,00:00:44,00:18:24,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10056,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
328,7,PANIN DAI ICHI LIFE 6,01:12:09,01:11:33,00:17:33,00:00:40,00:14:01,00:00:34,00:14:35,00:00:46,00:23:57,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9690,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
329,84,JO TEAM C,01:12:43,01:11:47,00:14:25,00:00:37,00:19:17,00:00:37,00:16:07,00:00:31,00:21:06,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9767,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
330,24,SF04,01:12:48,01:11:39,00:14:28,00:02:55,00:16:51,00:00:44,00:08:14,00:16:19,00:13:14,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9707,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
331,238,MARUBENI 8,01:13:13,01:12:27,00:12:42,00:00:43,00:19:41,00:00:48,00:21:57,00:00:32,00:16:46,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9921,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
332,93,PANASONIC PRODUCT,01:13:26,01:12:42,00:18:26,00:00:44,00:13:30,00:00:36,00:21:27,00:00:31,00:18:08,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9776,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
333,96,PANASONIC FAN,01:13:30,01:12:34,00:16:42,00:00:38,00:12:33,00:00:43,00:22:28,00:00:35,00:19:48,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9779,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
334,236,MARUBENI 3,01:13:33,01:12:48,00:12:40,00:04:41,00:20:02,00:00:41,00:14:23,00:00:45,00:20:17,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9919,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
335,269,MMKI 10,01:13:38,01:12:39,00:18:19,00:00:47,00:22:05,00:00:49,00:16:48,00:00:32,00:14:16,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
336,251,SHINTOSPI01,01:13:40,01:12:46,00:15:16,00:00:43,00:23:44,00:00:50,00:18:12,00:00:25,00:14:28,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9934,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
337,39,TOKYU LAND 6,01:13:44,01:12:59,00:21:37,00:00:46,00:20:10,00:00:38,00:15:18,00:00:31,00:14:41,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9722,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
338,246,MARUBENI 2,01:13:48,01:13:01,00:15:52,00:00:38,00:19:30,00:04:11,00:17:48,00:00:25,00:15:20,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9929,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
339,321,HASENERGY,01:13:54,01:13:10,00:13:02,00:00:53,00:10:23,00:08:02,00:22:11,00:00:28,00:18:52,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10004,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
340,309,TAKENAKA6,01:13:56,01:12:57,00:18:15,00:00:45,00:16:49,00:00:38,00:19:48,00:00:29,00:17:10,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9992,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
341,307,HOTSIDN 1,01:14:13,01:13:12,00:17:32,00:00:47,00:21:32,00:00:47,00:15:40,00:00:38,00:17:13,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9990,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
342,67,MITSUBISHI CORPORATION 2,01:14:21,01:13:28,00:12:22,00:00:37,00:20:21,00:00:37,00:19:32,00:00:39,00:20:09,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9750,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
343,407,KTB 02,01:14:35,01:13:41,00:20:42,00:00:39,00:18:57,00:00:35,00:11:31,00:00:39,00:21:28,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10090,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
344,328,TAKENAKA8,01:14:40,01:13:41,00:12:40,00:00:44,00:17:00,00:00:48,00:16:37,00:00:44,00:26:05,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10011,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
345,54,ANA 10,01:14:45,01:14:02,00:18:04,00:00:42,00:10:23,00:00:42,00:23:42,00:00:34,00:20:35,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9737,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
346,389,MAI,01:14:50,01:14:12,00:13:46,00:00:45,00:18:48,00:00:41,00:23:09,00:00:31,00:17:07,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10072,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
347,170,RIF 2,01:14:59,01:13:58,00:17:39,00:00:45,00:13:24,00:00:36,00:19:34,00:00:38,00:22:20,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
348,184,KLINE4,01:15:00,01:14:00,00:18:15,00:00:45,00:19:23,00:00:42,00:17:44,00:00:34,00:17:34,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9867,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
349,286,MMKI 14,01:15:04,01:14:01,00:17:40,00:00:46,00:17:59,00:00:39,00:20:26,00:00:32,00:16:59,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9969,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
350,249,FOSI TEAM 1,01:15:12,01:14:23,00:18:39,00:00:55,00:20:51,00:00:38,00:16:55,00:00:32,00:16:38,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9932,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
