Pos,Race No,Name,Time,Net Time,Runner 1,Transition1,Runner 2,Transition2,Runner 3,Transition3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
351,320,HASCONFIDENCE,01:15:29,01:14:32,00:20:11,00:00:48,00:19:29,00:00:43,00:20:34,00:00:30,00:13:11,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10003,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
352,50,ANA 6,01:15:33,01:14:51,00:18:15,00:00:35,00:23:26,00:00:51,00:10:50,00:00:33,00:21:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9733,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
353,363,MITSUI JKECX TEAM 3,01:15:35,01:14:44,00:20:54,00:00:39,00:17:55,00:01:01,00:19:45,00:00:29,00:14:49,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10046,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
354,337,ICONIC TEAM BLUE,01:15:40,01:14:45,00:17:57,00:00:53,00:19:38,00:00:45,00:19:50,00:00:27,00:16:05,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10020,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
355,229,MARUBENI 5,01:15:56,01:15:13,00:10:59,00:00:41,00:19:11,00:00:47,00:20:07,00:00:40,00:23:28,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9912,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
356,366,MITSUI HAPPY FEET,01:16:12,01:15:20,00:10:36,00:00:28,00:18:11,00:00:46,00:16:45,00:01:39,00:27:44,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10049,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
357,257,FURUKAWA BATTERY 4,01:16:24,01:15:39,00:15:11,00:00:39,00:14:49,00:00:37,00:23:08,00:00:45,00:21:11,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9940,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
358,232,MARUBENI 9,01:16:35,01:15:51,00:12:07,00:00:37,00:15:08,00:00:36,00:22:28,00:01:28,00:24:09,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9915,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
359,203,NTN BEARING 3,01:16:40,01:15:49,00:14:30,00:00:49,00:18:15,00:00:34,00:20:30,00:00:45,00:21:13,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9886,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
360,318,HASDELIGHT,01:16:44,01:16:00,00:21:17,00:00:47,00:18:25,00:00:44,00:20:41,00:00:30,00:14:17,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10001,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
