Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,2137,Thuc Trang Tran,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187772,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2139,Thao Tran,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187774,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2142,Thi Quynh Nhu Vo,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187777,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2155,Eriek Syubilal,DNF,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187790,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2189,THI THANH TAM LE,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187823,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2006,Adam Smith,DNS,Male,,England,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187641,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2007,Laura Frigola,DNS,Female,,Spain,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187642,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2015,Luri Suanto,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187650,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2032,Wenjing Chu,DNS,Female,,Singapore,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187667,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2033,Dayu Satriya,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187668,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2039,Anggoro Adhi Prasetyo,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187674,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2052,Laura Windsor,DNS,Female,,England,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187687,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2053,Mohammad Irgy,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187688,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2061,Ronny Setiawan,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187696,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2067,Karin Eisenbach Smith,DNS,Female,,Germany,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187702,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2074,Fery Ardiansyah,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187709,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2077,A Dewi Winarti Dewi,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187712,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2078,Dini Putri Pratiwi,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187713,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2083,Sindhu Sidharta,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187718,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2084,Baghazta Akbar Arzandhy,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187719,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2094,Trevor Lewis Lee,DNS,Male,,South Africa,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187729,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2097,Tuyet Xuan Nguyen,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187732,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2099,Nhu Long Nguyen,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187734,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
