Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,2100,Quynh Trang Do,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187735,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2103,Thi Huynh Nhu Nguyen,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187738,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2116,Thi Thanh Ha Nguyen,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187751,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2117,Thi Thu Hoa Nguyen,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187752,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2118,Quoc Trung Nguyen,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187753,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2119,Kim Tuyen Pham,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187754,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2133,Kristian Yudhianto,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187768,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2143,Ajad Koswara,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187778,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2144,THI KIM PHUONG NGUYEN,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187779,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2145,Thi Nga Trinh,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187780,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2146,Duy Thanh Nha Dang,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187781,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2168,Nhat Tan Tran,DNS,Female,,United States,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187803,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2172,Nur Ainulhakimah Awang Mahmud,DNS,Female,,Brunei Darussalam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187807,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2178,Hao Vu,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187813,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,2179,Sherly Agustin,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187814,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
