Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
63,2153,Bilal Muhammad,05:57:36,Male,46,Indonesia,05:57:07,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
64,2105,Thi Ngoc Trinh Vo,06:01:46,Female,18,Vietnam,06:01:41,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187740,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
65,2082,Onny Wibisono,06:04:48,Male,47,Indonesia,06:04:25,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187717,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
66,2127,Jeanne Zheng,06:04:48,Female,19,China,06:04:24,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187762,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
67,2034,Dwi Rahmania,06:04:50,Female,20,Indonesia,06:07:07,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187669,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
68,2068,Wai Shan Chim,06:05:31,Female,21,Malaysia,06:05:03,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187703,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
69,2029,Hai Tran Van,06:05:47,Male,48,Vietnam,06:05:37,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187664,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
70,2040,Edmund Bon,06:07:04,Male,49,Malaysia,06:06:35,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187675,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
71,2151,Denis Yanto Adelin,06:11:04,Male,50,Indonesia,06:10:03,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187786,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
72,2025,Kazuyuki Hasuko,06:11:29,Male,51,Japan,06:11:04,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187660,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
73,2130,Faiz Pauzi,06:14:03,Male,52,Malaysia,06:13:22,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187765,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
74,2055,Karen Chong,06:14:03,Female,22,Malaysia,06:13:22,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187690,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
75,2060,Muhammad Nurulbirri Indrabudiman,06:20:48,Male,53,Indonesia,06:20:35,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187695,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
76,2059,Zita Setyaningrum,06:22:08,Female,23,Indonesia,06:21:59,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187694,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
77,2073,Handoko Gidion Immanuel,06:24:14,Male,54,Indonesia,06:24:00,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187708,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
78,2036,Mohammad Afrilanda Perkasa,06:24:15,Male,55,Indonesia,06:23:39,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187671,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
79,2057,Mohamad Faizul Bin Awang Faizul,06:25:27,Male,56,Malaysia,06:25:07,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187692,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
80,2030,Endru Yutaka,06:27:36,Male,57,Indonesia,06:27:31,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187665,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
81,2042,Raul Syahrozi,06:29:18,Male,58,Indonesia,06:28:54,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187677,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
82,2175,Muhamad Iqbal,06:30:14,Male,59,Indonesia,06:30:05,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187810,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
83,2093,Abdul Rahman Prakasa,06:35:05,Male,60,Indonesia,06:34:41,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187728,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
84,2070,Giovanni Batistuta Kinnara Dewa Adhipoernomo,06:37:23,Male,61,Indonesia,06:37:10,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187705,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
85,2072,Deju Kevin,06:37:23,Male,62,Indonesia,06:37:12,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187707,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
86,2107,Thi My Hang Vu,06:39:42,Female,24,Vietnam,06:39:36,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187742,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
87,2104,Quang Long Le,06:39:42,Male,63,Vietnam,06:39:37,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187739,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
88,2152,Vincent Octavianus,06:39:43,Male,64,Indonesia,06:39:29,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187787,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
89,2156,Darren Sebastian,06:39:51,Male,65,Indonesia,06:39:36,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187791,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
90,2041,Tadaki Maki,06:39:51,Female,25,Japan,06:39:25,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187676,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
91,2135,Ian Kantona Tareqila,06:42:55,Male,66,Indonesia,06:42:43,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187770,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
92,2079,Kenneth Karunia,06:44:40,Male,67,Indonesia,06:43:00,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187714,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
93,2044,Mia Alvina Joe,06:51:38,Female,26,Indonesia,06:51:22,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187679,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
94,2174,Eric Purboyo,06:51:41,Male,68,Indonesia,06:51:24,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187809,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
95,2180,Andrew Cheong,06:53:29,Male,69,Singapore,06:53:17,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187815,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
96,2021,Riska Rosdiantiny,06:53:55,Female,27,Indonesia,06:53:44,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187656,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
97,2031,Rudy Affandi,06:57:53,Male,70,Canada,06:57:26,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187666,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
98,2149,Eric Wei,06:59:02,Male,71,China,06:58:40,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187784,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
99,2150,Sure Xu,06:59:04,Female,28,China,06:58:43,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187785,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
100,2136,Joette Fong,07:02:37,Female,29,Singapore,07:02:24,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,25K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-3-187771,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
