Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
151,640,RACHMAT MAULANA,02:44:19,U (MALE 50+),16,Male,124,Indonesia,00:26:59,01:09:05,00:48:19,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46081,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
152,604,AMIR MIRZA,02:44:43,S (MALE 44-49),29,Male,125,Indonesia,00:31:39,01:06:58,00:53:41,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46045,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
153,533,MICHAEL BUTAR BUTAR,02:44:45,N (MALE 32-37),21,Male,126,Indonesia,00:27:29,01:28:00,00:38:45,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45974,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
154,641,CALISTA SUCI NUGROHO,02:45:45,M (FEMALE 16-31),4,Female,28,Indonesia,00:26:58,01:20:14,00:49:33,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46082,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
155,658,BINBIN MARIANA,02:45:54,R (FEMALE 38-43),7,Female,29,Indonesia,00:24:09,01:27:05,00:42:27,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46099,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
156,679,ROSI WIDODO,02:46:47,T (FEMALE 44-49),7,Female,30,Indonesia,00:26:27,01:14:39,00:50:39,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46120,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
157,593,CHRISTIAN SUGIARTO,02:47:28,S (MALE 44-49),30,Male,127,Indonesia,00:27:16,01:12:21,00:50:59,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46034,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
158,572,MUHAMMAD MARUF,02:48:01,Q (MALE 38-43),33,Male,128,Indonesia,00:32:04,01:11:56,00:48:42,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46013,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
159,565,BOYKE TRIWIBOWO,02:48:20,Q (MALE 38-43),34,Male,129,Indonesia,00:30:31,01:13:50,00:49:02,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46006,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
160,535,MICHAEL DJUMADI,02:48:25,N (MALE 32-37),22,Male,130,Indonesia,00:35:00,01:15:06,00:49:07,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45976,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
161,511,INDRA TRI KURNIAWAN,02:50:40,L (MALE 16-31),26,Male,131,Indonesia,00:50:13,01:07:44,00:43:50,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45952,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
162,668,ELI SETIAWATI,02:51:23,T (FEMALE 44-49),8,Female,31,Indonesia,00:34:26,01:13:12,00:47:38,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46109,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
163,571,JAROT HARYO,02:52:42,Q (MALE 38-43),35,Male,132,Indonesia,00:48:36,01:03:00,00:47:22,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46012,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
164,532,FAUZAN DJUNAIDI,02:55:54,N (MALE 32-37),23,Male,133,Indonesia,00:35:07,01:21:01,00:47:54,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45973,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
165,587,BINSAR AGUNG HARTANTO,02:56:37,Q (MALE 38-43),36,Male,134,Indonesia,00:33:18,01:19:11,00:48:47,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46028,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
166,651,AYU GUNANTARI,02:57:49,P (FEMALE 32-37),8,Female,32,Indonesia,00:32:58,01:23:19,00:51:29,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46092,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
167,665,ELISA TANDIO,03:01:37,R (FEMALE 38-43),8,Female,33,Indonesia,00:27:06,01:23:19,00:55:07,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46106,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
168,670,JULITA M SARAGIH,03:02:21,T (FEMALE 44-49),9,Female,34,Indonesia,00:29:58,01:18:29,00:53:18,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46111,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
169,619,HARTANTO E WAHYUDI,03:04:17,S (MALE 44-49),31,Male,135,Indonesia,00:33:52,01:18:37,00:54:08,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46060,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
170,657,CHITRAYANI SANDRA,03:05:36,P (FEMALE 32-37),9,Female,35,Indonesia,00:34:35,01:24:35,00:51:26,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46098,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
