Pos,Bib No,Name,Category,Cat Pos,Gender,race_name,race_large_logo,race_category,runner_id,race_link
,139,Liboy Riyanto Chang,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161403,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,143,Manuel Verdaguer,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161407,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,147,Joko Utama,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161411,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,153,Herman Kurniawan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161417,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,155,Rudy Alwazan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161419,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,158,Yudi Junaedi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161422,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,163,Widya Permana,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161427,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,165,Irawan Iskandar,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161429,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,166,Aris Munandar,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161430,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,167,Gary Sulistio,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161431,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,168,Yohanes Yaputra,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161432,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,170,Asnominanda Asnominanda,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161434,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,174,Boma Wibowo,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161438,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,175,Venantius Sutanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161439,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,180,Budi Santoso,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161444,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,184,Pipin Rohayati,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161448,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,187,Teddy Siagian,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161451,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,190,Neli Ismail,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161454,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,191,Yusmin Joe,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161455,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,192,Juanda Lingga,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161456,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,199,Hendra Deswandi,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161463,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,200,Diene Susan,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161464,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,204,Aryani Iar,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161468,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,205,Mung Kusumo,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161469,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,206,Aswandy Jeffri,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161470,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,207,Reza Shamsoedin,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161471,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,208,Ichsan Ichsan,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161472,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,209,Andri Laksana,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161473,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,211,Firmansyah Faisal,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161475,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,212,Bayu Soedjarwo,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161476,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,218,Steven Samudera,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161482,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,220,Arvin Iskandar,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161484,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,221,Aditya Laksana,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161485,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,226,Adi Wiyasa,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161490,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,231,Wimbuh Nugroho,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161495,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,247,Nelly Mahrina,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161511,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,248,Eva Kurniawati,Overall,,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161512,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,251,Sigit Hariyanto,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161515,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,252,Afni Khibban Khabibie,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161516,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
,253,Robert Paul Tampubolon,Overall,,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161517,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
