Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
51,556,ANDRIANTO KUSNOATMAJA,01:56:30,Q (MALE 38-43),8,Male,46,Indonesia,00:21:16,00:52:12,00:34:02,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45997,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
52,603,TEDDY ROBIN,01:56:40,S (MALE 44-49),11,Male,47,Indonesia,00:19:57,00:59:12,00:29:13,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46044,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
53,664,FRANSISCA HARLIJANTO,01:56:48,R (FEMALE 38-43),1,Female,6,Indonesia,00:19:36,00:57:40,00:33:01,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46105,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
54,624,TIMOTIUS MURTHY,01:57:22,U (MALE 50+),7,Male,48,Indonesia,00:25:46,00:54:10,00:28:57,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46065,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
55,552,RUDY WINARTO,01:57:32,Q (MALE 38-43),9,Male,49,Indonesia,00:19:57,00:54:14,00:35:17,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45993,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
56,528,YUSAK YUSAK,01:57:59,N (MALE 32-37),10,Male,50,Indonesia,00:21:16,00:55:00,00:34:27,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45969,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
57,512,CHRIS VALENDRA,01:59:39,L (MALE 16-31),11,Male,51,Indonesia,00:16:58,00:55:49,00:39:51,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-45953,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
58,633,JONI SUTANTO,02:00:08,U (MALE 50+),8,Male,52,Indonesia,00:19:14,01:00:05,00:33:15,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46074,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
59,564,VITO ROBOT,02:01:25,Q (MALE 38-43),10,Male,53,Indonesia,00:18:49,00:59:09,00:33:56,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46005,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
60,562,TOBIAS GARRITT,02:01:57,Q (MALE 38-43),11,Male,54,Indonesia,00:20:30,00:58:44,00:35:10,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Sprint Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-3-46003,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
