Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
101,1031,Latifah Nurdilah,03:48:20,Female,48,Indonesia,03:48:20,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187854,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
102,1030,Yunistia Renofaty,03:49:20,Female,49,Indonesia,03:49:17,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187853,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
103,1073,Sarah Chilembo,03:49:25,Female,50,Zambia,03:49:17,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187896,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1001,Imranuddin Bin Zaharin,DNS,Male,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187824,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1003,Ervan Maksum,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187826,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1009,Purwono Kartica,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187832,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1013,Diki Saefurohman,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187836,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1021,Pierre Mogot,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187844,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1022,Jennifer Adiyuwono,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187845,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1033,Tira Maya Maisesa Malino,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187856,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1034,Paulo Silva,DNS,Male,,Portugal,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187857,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1042,William Chandra,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187865,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1047,Kayla Azzahratul Harjillah,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187870,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1061,Debora Tanoyo,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187884,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1062,Nanang Syaifudin,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187885,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1068,Taufiq Febrianto,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187891,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1081,Thi Thanh Tam Le,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187904,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1083,Michael Long,DNS,Male,,Australia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187906,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1097,Esti Indriani,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187920,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1100,Putu Andika Andika Andryawan,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187923,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1104,Salman Ferdian,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187927,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1113,Mateusz Sygula,DNS,Male,,Poland,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187936,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1114,Kamila Jedziniak,DNS,Female,,Poland,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187937,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1119,Sultan Daeng,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187942,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1124,Pak Ervan,DNS,Unknown,,,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187947,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,1125,BUT105,DNS,Unknown,,,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,10K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-4-187948,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
