Pos,Bib No,Name,Category,Cat Pos,Gender,race_name,race_large_logo,race_category,runner_id,race_link
1,343,Jeli Dorisman,Overall,1,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161607,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
2,310,Edi Purnomo,Overall,2,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161574,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
3,349,Rifqi Hutomo,Overall,3,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161613,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
4,144,Reinis Simanovskis,Overall,4,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161408,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
5,290,Juwanto Juwanto,Overall,5,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
6,222,Brilian Prasetyo,Overall,6,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161486,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
7,125,Dedi Risdian,Overall,7,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161389,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
8,311,Maulana Fk,Overall,8,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161575,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
9,245,Toto Munarto,Overall,9,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161509,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
10,246,Jung Kie,Overall,10,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161510,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
11,242,Hariyanto Hariyanto,Overall,11,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161506,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
12,344,Arif Rizki Zesfi,Overall,12,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161608,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
13,238,Deni Sudrajat,Overall,13,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161502,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
14,239,Hartadi Mutadji,Overall,14,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161503,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
15,135,Wahyu Sbg,Overall,15,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161399,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
16,352,Sugi Artono,Overall,16,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161616,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
17,337,Tony Gope,Overall,17,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161601,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
18,228,Jon Lambe,Overall,18,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161492,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
19,118,Juraj Panek,Overall,19,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161382,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
20,341,Piter Siang Jaya,Overall,20,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161605,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
21,236,Maulana Yusuf,Overall,21,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161500,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
22,292,Eka Jayalaksana,Overall,22,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161556,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
23,264,Gunadi Vip,Overall,23,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161528,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
24,331,Asep Mulyadi,Overall,24,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161595,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
25,313,Janto Hidjaja,Overall,25,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161577,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
26,196,Sugianto Sugianto,Overall,26,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161460,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
27,193,Jeane Silfanus,Overall,1,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161457,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
28,285,Arhan Ilham,Overall,27,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161549,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
29,108,Abu Surur,Overall,28,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161372,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
30,289,Melisa Permana,Overall,2,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161553,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
31,152,Samson Usagani,Overall,29,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161416,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
32,302,Fauzan Rizani,Overall,30,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161566,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
33,237,Cucu Eman Haryanto,Overall,31,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161501,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
34,318,Wiwih Djuardi,Overall,32,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161582,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
35,235,Dewi Suminar,Overall,3,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161499,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
36,278,Benjamin Argawan Putra,Overall,33,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161542,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
37,241,Hendra Winata Saputra,Overall,34,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161505,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
38,159,Dony Brema,Overall,35,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161423,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
39,319,Tintus Arianto Wibowo,Overall,36,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161583,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
40,350,Abi Rpp,Overall,37,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161614,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
41,271,Restu Prasetyo,Overall,38,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161535,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
42,122,Peter Kotambunan,Overall,39,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161386,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
43,148,I Gede Rhyza Helces,Overall,40,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161412,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
44,301,Dennis D Theja,Overall,41,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161565,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
45,303,Dedi Susanto,Overall,42,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161567,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
46,314,Dwi Budi Aris,Overall,43,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161578,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
47,268,Doddy Sebastianus,Overall,44,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161532,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
48,324,Arifin Putra,Overall,45,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161588,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
49,230,Fadhil Pratama,Overall,46,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161494,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
50,179,R Sulistyono,Overall,47,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161443,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
