Pos,Race No,Name,Time,Net Time,Runner 1,Transition1,Runner 2,Transition2,Runner 3,Transition3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
101,381,HITACHI CAPITAL AAF TEAM A,00:56:41,00:55:58,00:15:08,00:00:43,00:15:59,00:00:47,00:12:21,00:00:30,00:11:10,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10064,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
102,352,TAKENAKA4,00:56:42,00:55:43,00:13:31,00:00:45,00:15:33,00:00:36,00:11:38,00:00:26,00:14:10,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10035,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
103,231,TEAM ITOCHU A,00:56:42,00:55:40,00:12:19,00:00:33,00:18:21,00:00:45,00:13:03,00:00:38,00:11:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9914,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
104,220,MHPS,00:56:45,00:55:53,00:10:30,00:00:29,00:21:15,00:00:35,00:10:32,00:00:39,00:12:42,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9903,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
105,82,JO TEAM A,00:56:54,00:55:57,00:14:25,00:00:35,00:14:05,00:00:38,00:13:16,00:00:27,00:13:25,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9765,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
106,348,INDONAKANO CCC,00:56:57,00:56:21,00:13:28,00:00:44,00:13:24,00:00:32,00:14:09,00:00:32,00:14:04,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10031,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
107,240,DELOITTE 3,00:56:57,00:56:02,00:15:19,00:00:44,00:12:28,00:00:37,00:13:54,00:00:31,00:13:22,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9923,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
108,293,PT IRON WIRE WORKS INDONESIA TEAM 3,00:57:00,00:56:24,00:16:05,00:00:39,00:14:16,00:00:41,00:10:48,00:00:33,00:13:55,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9976,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
109,13,OTSUKA 2,00:57:08,00:56:29,00:13:12,00:00:50,00:14:50,00:00:29,00:12:02,00:00:37,00:15:04,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9696,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
110,41,TOKYU LAND 8,00:57:09,00:56:24,00:13:11,00:00:48,00:15:19,00:00:38,00:13:32,00:00:30,00:13:08,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9724,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
