Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
1,5136,Risqi Dwi Kurniawan,06:07:36,Male,1,Indonesia,06:07:29,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187631,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
2,5010,Han Ching Su,06:16:45,Male,2,Taiwan,06:16:40,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187505,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
3,5001,Sobari Herdiana,06:26:41,Male,3,Indonesia,06:26:34,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187496,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
3,5007,Akhmad Nizar,06:26:41,Male,3,Indonesia,06:26:35,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187502,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
5,5004,Pin Chi Chou,06:28:38,Male,5,Taiwan,06:28:38,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187499,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
6,5006,Thimo Kilberth,06:40:08,Male,6,Germany,06:40:03,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187501,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
7,5139,KLERAN RICH,06:46:16,Male,7,Indonesia,06:46:11,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187634,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
8,5005,Juho Sõrkilõ,07:15:44,Male,8,Finland,07:15:38,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187500,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
9,5014,Syahrul Neyzam Sukasdi,07:17:27,Male,9,Malaysia,07:17:19,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187509,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
10,5128,Robert Geijsel,07:23:51,Male,10,Netherlands,07:23:43,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187623,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
11,5021,Katrin Herzog,07:33:49,Female,1,Germany,07:33:42,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187516,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
12,5008,Nami Ishihara,07:35:39,Female,2,Japan,07:35:39,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187503,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
13,5016,Florian Schupp,07:40:30,Male,11,Germany,07:40:24,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187511,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
14,5104,Viktar Skryhanau,07:59:25,Male,12,Belarus,07:59:07,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187599,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
15,5024,Dening Lo,07:59:42,Female,3,Singapore,07:59:42,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187519,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
16,5033,Mohd Nazlan Sapri,08:04:08,Male,13,Malaysia,08:03:55,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187528,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
17,5102,Misha Ushakov,08:13:50,Male,14,Russia,08:13:43,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187597,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
18,5017,Hsin Tzu Chao,08:17:32,Female,4,Taiwan,08:17:30,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187512,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
19,5046,Alexandre Dutil,08:18:08,Male,15,Canada,08:18:08,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187541,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
20,5022,Tomoo Nishiyama,08:25:15,Male,16,Japan,08:25:07,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187517,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
21,5011,Siti Nuraini,08:26:33,Female,5,Indonesia,08:26:25,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187506,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
22,5019,Risa Ichikawa,08:33:11,Female,6,Japan,08:32:56,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187514,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
23,5103,Dian Pradina,08:49:09,Female,7,Indonesia,08:49:02,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187598,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
24,5099,Yu Leng Chuang,08:52:52,Female,8,Taiwan,08:52:47,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187594,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
25,5025,SÞbastien Guinel,08:55:50,Male,17,France,08:55:43,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187520,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
26,5047,Kilian Nielsen,08:59:38,Male,18,Germany,08:59:31,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187542,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
27,5088,Jing Yan Chew,09:00:17,Male,19,Singapore,09:00:17,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187583,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
28,5129,Max Lopez,09:04:26,Female,9,Mexico,09:04:12,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187624,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
29,5009,Jassica Lintanga,09:04:35,Female,10,Malaysia,09:04:27,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187504,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
30,5023,Wayan Wisnaya,09:05:41,Male,20,Indonesia,09:05:32,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187518,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
31,5012,Yuuka Maeno,09:08:56,Female,11,Japan,09:08:56,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187507,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
32,5020,Shintaro Mitsui,09:08:58,Male,21,Japan,09:08:55,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187515,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
33,5031,Ferry Kangsadjaja,09:11:53,Male,22,Indonesia,09:11:34,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187526,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
34,5060,Mohamad Farid Omardin,09:12:15,Male,23,Malaysia,09:11:58,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187555,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
