Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
101,108,ALVIN MIRZA,03:40:37,A (MALE 16-31),14,Male,90,Indonesia,00:43:57,01:22:09,01:25:57,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45724,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
102,187,EDDY KARLI,03:40:45,E (MALE 38-43),31,Male,91,Indonesia,00:45:18,01:25:02,01:19:46,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45803,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
103,296,GRACELY FANITA,03:41:21,F (FEMALE 38-43),5,Female,12,Indonesia,00:44:31,01:29:03,01:19:19,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45912,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
104,269,SUMANTRI WIBISONO,03:41:22,J (MALE 50+),11,Male,92,Indonesia,00:44:44,01:26:03,01:20:51,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45885,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
105,305,EVELYN HENDARTA,03:41:50,H (FEMALE 44-49),1,Female,13,Indonesia,00:44:46,01:34:26,01:12:28,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45921,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
106,130,FRANKLYN HANDOJO,03:42:15,C (MALE 32-37),20,Male,93,Indonesia,00:39:18,01:27:15,01:26:19,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45746,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
107,144,THOMAS RYAN,03:42:29,C (MALE 32-37),21,Male,94,Indonesia,00:45:29,01:21:56,01:25:09,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45760,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
108,102,NOVI NURHADI,03:43:04,A (MALE 16-31),15,Male,95,Indonesia,00:42:14,01:22:10,01:29:06,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45718,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
109,180,ED KUMAR,03:43:07,E (MALE 38-43),32,Male,96,United States,00:45:48,01:25:08,01:20:38,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45796,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
110,284,GRACE MAY,03:43:07,B (FEMALE 16-31),3,Female,14,Australia,00:58:28,01:26:01,01:09:52,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45900,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
