Pos,Bib No,Name,Category,Cat Pos,Gender,race_name,race_large_logo,race_category,runner_id,race_link
51,335,Nesti Amelia Tauristia,Overall,4,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161599,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
52,131,M Hadi Sunandar,Overall,48,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161395,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
53,161,Stephanie Gabriella Wijaya,Overall,5,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161425,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
54,332,Sari Kamal,Overall,6,Female,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161596,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
55,233,Aron Husink,Overall,49,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161497,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
56,198,Agung B Laksono,Overall,50,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161462,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
57,281,Hendro Pranoto,Overall,51,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161545,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
58,243,Frans Agus Budiharto Budiharto,Overall,52,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161507,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
59,276,Ryan Samuel,Overall,53,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161540,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
60,261,Arief Pradetya,Overall,54,Male,PruRide Race,https://images.racetec.net/results/racelogo/19723/19723_122.png,KOM,http://results.scorenow.co.id/myresults.aspx?uid=19723-122-3-161525,http://results.scorenow.co.id/results.aspx?CId=19723&RId=122
