Pos,Race No,Name,Time,Category,Cat Pos,Gender,Gen Pos,Country,Swim,Cycle,Run,race_name,race_large_logo,race_category,runner_id,race_link
51,245,WIENTORO PRASETYO,03:11:49,G (MALE 44-49),6,Male,47,Indonesia,00:39:06,01:18:15,01:06:48,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45861,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
52,124,YOGIE YEDHA,03:14:15,C (MALE 32-37),11,Male,48,Indonesia,00:45:48,01:13:21,01:07:14,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45740,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
53,148,OLOAN HUTABARAT,03:15:45,C (MALE 32-37),12,Male,49,Indonesia,00:45:20,01:16:31,01:04:49,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45764,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
54,286,AIDY HALIMANJAYA,03:16:00,D (FEMALE 32-37),2,Female,5,Indonesia,00:39:04,01:20:08,01:10:01,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45902,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
55,204,ARLAN LUKMAN,03:16:11,E (MALE 38-43),15,Male,50,Indonesia,00:34:50,01:19:24,01:14:10,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45820,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
56,283,NADIA SOEWANDITO,03:16:31,B (FEMALE 16-31),1,Female,6,Indonesia,00:40:38,01:22:26,01:07:20,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45899,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
57,120,SENDI PUTRA,03:16:42,C (MALE 32-37),13,Male,51,Indonesia,00:38:33,01:23:47,01:07:34,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45736,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
58,264,DIDI ARIFIN,03:18:09,J (MALE 50+),4,Male,52,Indonesia,00:40:29,01:16:34,01:14:43,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45880,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
59,312,BAGUS BUDIANTO,03:18:20,G (MALE 44-49),7,Male,53,Indonesia,00:45:32,01:22:37,01:00:03,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45928,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
60,155,DEDDY RISDIANTO,03:20:23,C (MALE 32-37),14,Male,54,Indonesia,00:41:53,01:21:02,01:07:59,Sungailiat Triathlon,https://images.racetec.net/results/racelogo/19723/19723_31.jpg,Standard Distance,http://results.scorenow.co.id/myresults.aspx?uid=19723-31-2-45771,http://results.scorenow.co.id/results.aspx?CId=19723&RId=31
