Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
61,5072,Hsiao Wei Lim,11:18:38,Female,19,Malaysia,11:18:25,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187567,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
62,5080,Hoong Hua Sheng,11:19:08,Male,43,Malaysia,11:18:51,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187575,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
63,5061,Dawn O Dowd,11:20:15,Female,20,Ireland,11:20:05,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187556,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
64,5095,Bee Leng Peh,11:27:57,Female,21,Malaysia,11:27:44,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187590,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
65,5101,Sia Chien Vui,11:33:22,Male,44,Malaysia,11:33:05,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187596,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
66,5111,Thomas Eng,11:33:41,Male,45,Malaysia,11:33:32,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187606,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
67,5112,Ee Chin Lay,11:33:41,Female,22,Malaysia,11:33:32,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187607,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
68,5059,Daniel Forstner,11:36:04,Male,46,Germany,11:35:53,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187554,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
69,5071,Axel Hosana,11:37:27,Male,47,Indonesia,11:37:18,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187566,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
70,5029,Yuma Minowa,11:41:00,Male,48,Japan,11:40:45,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187524,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
71,5057,Shuji Yamamoto,11:41:00,Male,49,Japan,11:40:46,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187552,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
72,5042,Anna Furukawa,11:41:01,Female,23,Japan,11:40:45,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187537,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
73,5043,Andri Kurniawan,11:45:18,Male,50,Indonesia,11:45:05,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187538,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
74,5052,Hong Ping Tan,11:46:21,Female,24,Malaysia,11:46:10,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187547,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
75,5082,Xiang Wei Lam,12:01:19,Male,51,Malaysia,12:01:05,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187577,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
76,5045,Jennifer Pernia,12:11:18,Female,25,Philippines,12:11:13,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187540,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
77,5123,Tan Ly Nguyen,12:11:55,Male,52,Vietnam,12:11:52,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187618,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
78,5048,Sudirman Nanang,12:15:07,Male,53,Malaysia,12:14:52,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187543,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
79,5065,Thi Diem Quynh Nguyen,12:16:52,Female,26,Vietnam,12:16:52,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187560,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
80,5109,Ready Hastawan,12:22:08,Male,54,Indonesia,12:21:51,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187604,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
81,5094,Rama Dhani,12:34:58,Male,55,Indonesia,12:34:38,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187589,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
82,5132,Thi Huyen Linh Nguyen,12:38:20,Female,27,Vietnam,12:38:20,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187627,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
83,5040,Edi Hosana,12:38:22,Male,56,Indonesia,12:38:11,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187535,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
84,5097,Sik Sabian Rainheart,12:39:12,Male,57,Indonesia,12:39:01,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187592,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
85,5125,Cuong Le Hoang,12:42:46,Male,58,Vietnam,12:42:40,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187620,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
86,5069,Oriza Yogiswara,13:25:09,Male,59,Indonesia,13:24:49,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187564,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
87,5076,Fanny Mohammad Fahruddin,13:29:17,Male,60,Indonesia,13:28:55,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187571,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
88,5127,Veronika Ve,13:33:01,Female,28,Indonesia,13:32:49,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187622,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
89,5058,Marjilah Rebid,13:34:10,Female,29,Malaysia,13:34:04,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187553,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
90,5084,Marwan Fadli,13:40:08,Male,61,Indonesia,13:39:53,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187579,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
91,5074,Mufti Utomo,13:51:43,Male,62,Indonesia,13:51:24,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187569,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
92,5113,Tai Wee Quek,13:53:33,Male,63,Singapore,13:53:16,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187608,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
93,5077,Satomi Taniguchi,14:07:59,Female,30,Japan,14:07:44,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187572,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
94,5066,Thanh Tu Truong,14:08:00,Female,31,Vietnam,14:07:57,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187561,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
95,5083,Thi Tuyet Hoang,14:08:06,Female,32,Vietnam,14:08:03,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187578,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
96,5053,Ananda Alvin Toalu,14:23:45,Male,64,Indonesia,14:23:08,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187548,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
97,5078,Andre Toalu,14:23:46,Male,65,Indonesia,14:23:06,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187573,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
98,5085,Ling Fu Kim,14:43:21,Male,66,Malaysia,14:43:14,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187580,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
99,5081,Florence Blasius,14:43:23,Female,33,Malaysia,14:43:15,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187576,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
100,5079,Isyraqi Ramadhan,14:46:00,Male,67,Indonesia,14:45:40,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187574,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
