Pos,Race No,Name,Time,Net Time,Runner 1,Transition1,Runner 2,Transition2,Runner 3,Transition3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
224,308,HOTSIDN 2,01:04:00,01:02:57,00:15:45,00:00:43,00:17:29,00:00:43,00:14:18,00:00:33,00:14:27,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9991,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
225,73,MITSUBISHI CORPORATION 8,01:04:06,01:03:03,00:12:37,00:00:44,00:15:43,00:00:44,00:16:33,00:00:31,00:17:12,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9756,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
226,120,SOMPO 2,01:04:07,01:03:17,00:15:17,00:00:44,00:15:55,00:00:49,00:18:06,00:00:30,00:12:42,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9803,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
227,207,BALIMOR1,01:04:09,01:03:23,00:15:19,00:00:41,00:18:54,00:00:37,00:12:05,00:00:26,00:16:05,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9890,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
228,361,RON100,01:04:15,01:03:21,00:17:48,00:00:41,00:16:28,00:00:32,00:15:35,00:00:29,00:12:38,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10044,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
229,34,TOKYU LAND 1,01:04:16,01:03:31,00:15:39,00:00:44,00:17:32,00:00:44,00:17:41,00:00:23,00:11:31,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9717,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
230,88,PANASONIC WIRING DEVICE,01:04:18,01:03:22,00:12:23,00:01:22,00:18:47,00:00:47,00:13:57,00:00:27,00:16:32,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9771,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
231,8,PANIN DAI ICHI LIFE AGENCY 1,01:04:20,01:03:45,00:17:33,00:00:51,00:16:39,00:00:42,00:13:55,00:00:35,00:14:02,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9691,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
232,102,SJC,01:04:24,01:03:26,00:16:18,00:00:41,00:17:04,00:00:39,00:15:36,00:00:37,00:13:27,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9785,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
233,294,PT IRON WIRE WORKS INDONESIA TEAM 1,01:04:24,01:03:48,00:13:08,00:00:53,00:16:00,00:00:46,00:18:50,00:00:34,00:14:11,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9977,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
234,36,TOKYU LAND 3,01:04:26,01:03:41,00:17:21,00:00:50,00:15:11,00:00:48,00:18:06,00:00:28,00:11:38,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9719,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
235,179,NITTOC A,01:04:29,01:03:22,00:18:38,00:00:42,00:14:51,00:00:40,00:15:46,00:00:26,00:13:23,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9862,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
236,260,OS SELNAJAYA 02,01:04:31,01:03:49,00:13:16,00:00:47,00:11:55,00:00:33,00:18:56,00:00:25,00:18:36,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9943,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
237,213,MMKI 01,01:04:38,01:03:40,00:21:41,00:00:49,00:14:39,00:00:36,00:15:10,00:00:28,00:11:12,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9896,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
238,145,YOSHIMOTO 1,01:04:39,01:04:39,00:18:19,00:00:45,00:15:06,00:00:39,00:17:21,00:00:25,00:12:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9828,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
239,335,HASGROWTH,01:04:40,01:03:59,00:11:56,00:00:43,00:19:10,00:00:38,00:17:45,00:00:26,00:13:58,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10018,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
240,376,JGC 02,01:04:40,01:03:49,00:13:11,00:00:47,00:16:35,00:00:37,00:19:13,00:00:31,00:13:44,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10059,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
241,267,MMKI 08,01:04:40,01:03:59,00:17:37,00:00:48,00:17:30,00:00:33,00:14:46,00:00:29,00:12:55,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9950,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
242,18,OTSUKA 7,01:04:59,01:04:22,00:12:09,00:00:32,00:12:20,00:00:36,00:21:54,00:00:30,00:16:55,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9701,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
243,85,JO TEAM D,01:05:05,01:04:08,00:17:23,00:00:37,00:19:13,00:00:40,00:12:06,00:00:25,00:14:37,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9768,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
244,214,TOYOX,01:05:10,01:04:21,00:15:34,00:00:42,00:14:59,00:00:38,00:19:20,00:00:37,00:13:16,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9897,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
245,100,PANASONIC HO,01:05:12,01:04:12,00:12:19,00:04:43,00:17:27,00:00:38,00:16:28,00:00:29,00:13:05,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9783,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
246,65,CHIYODA SAE 11,01:05:20,01:04:41,00:14:05,00:00:42,00:15:23,00:00:57,00:16:25,00:00:33,00:17:14,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9748,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
247,254,FOSI TEAM 2,01:05:24,01:04:36,00:11:17,00:00:33,00:18:21,00:00:34,00:19:04,00:00:30,00:15:02,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9937,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
248,263,MMKI 05,01:05:27,01:04:47,00:14:30,00:01:01,00:14:45,00:00:46,00:12:39,00:00:32,00:21:12,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9946,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
249,129,TAISEI 4,01:05:36,01:04:38,00:12:12,00:02:43,00:14:32,00:00:39,00:14:43,00:00:36,00:20:08,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9812,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
250,133,KURONEKO4,01:05:39,01:05:02,00:12:37,00:01:26,00:11:54,00:00:36,00:19:24,00:00:37,00:19:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9816,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
