Pos,Race No,Name,Time,Net Time,Runner 1,Transition1,Runner 2,Transition2,Runner 3,Transition3,Runner 4,race_name,race_large_logo,race_category,runner_id,race_link
15,195,G TEKT BINTANG,00:43:04,00:42:29,00:10:50,00:00:32,00:10:16,00:00:24,00:10:04,00:00:21,00:10:34,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9878,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
16,103,SHIMIZU01,00:43:19,00:42:39,00:11:12,00:00:29,00:10:24,00:00:25,00:09:38,00:00:25,00:10:42,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9786,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
17,143,YKK AP 2,00:43:28,00:42:32,00:11:14,00:00:33,00:10:00,00:00:42,00:10:18,00:00:27,00:10:11,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9826,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
18,190,HPPM B,00:43:36,00:43:02,00:10:08,00:00:30,00:09:38,00:00:32,00:12:01,00:00:21,00:10:23,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9873,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
19,252,SUMITOMO INDONESIA 1,00:43:58,00:43:23,00:08:30,00:00:22,00:09:14,00:00:26,00:09:50,00:00:27,00:15:04,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9935,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
20,256,SETSUYO FA1,00:44:00,00:43:26,00:10:22,00:00:30,00:12:05,00:00:28,00:09:49,00:00:31,00:10:13,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9939,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
21,388,YMMA 2,00:44:39,00:44:03,00:10:51,00:00:30,00:12:00,00:00:25,00:10:05,00:00:23,00:10:22,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10071,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
22,387,YMMA 1,00:44:49,00:44:46,00:11:20,00:00:28,00:10:53,00:00:25,00:10:13,00:00:24,00:11:03,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10070,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
23,163,KLINE1,00:45:10,00:44:09,00:12:24,00:00:40,00:10:53,00:00:30,00:10:26,00:00:25,00:09:50,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9846,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
24,194,MUSASHI FACTORY1,00:45:41,00:45:06,00:10:53,00:00:29,00:09:56,00:00:27,00:10:52,00:00:19,00:12:40,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9877,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
25,289,TIM 2,00:45:59,00:45:57,00:11:19,00:00:35,00:10:16,00:00:23,00:10:50,00:00:31,00:12:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9972,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
26,271,YAMAZAKI INDONESIA,00:46:07,00:45:33,00:12:21,00:00:36,00:10:47,00:00:27,00:11:48,00:00:26,00:09:40,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9954,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
27,296,KNSS TEAM,00:46:12,00:45:09,00:11:51,00:00:28,00:11:12,00:00:25,00:10:25,00:00:24,00:11:23,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9979,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
28,144,YKK AP 3,00:46:13,00:45:16,00:11:31,00:00:31,00:10:41,00:00:25,00:11:12,00:00:24,00:11:26,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9827,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
29,282,MITSUI INFRA,00:46:15,00:45:39,00:09:50,00:00:25,00:11:43,00:01:40,00:10:10,00:00:30,00:11:54,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9965,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
30,374,BHINEKA TUNGGAL IKA,00:47:13,00:46:11,00:13:51,00:00:33,00:10:38,00:00:31,00:11:34,00:00:20,00:09:43,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10057,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
31,12,OTSUKA 1,00:47:15,00:46:40,00:11:26,00:00:35,00:12:58,00:00:29,00:11:56,00:00:22,00:09:26,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9695,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
32,216,THE DAILY JAKARTA SHIMBUN 2,00:47:20,00:46:42,00:14:21,00:00:38,00:09:57,00:00:27,00:11:24,00:00:51,00:09:38,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9899,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
33,204,MUSASHI FACTORY2,00:47:26,00:46:46,00:11:36,00:00:31,00:11:28,00:00:28,00:11:55,00:00:27,00:10:58,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9887,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
34,187,DNP SPIRIT,00:47:32,00:46:51,00:12:18,00:00:34,00:10:09,00:00:27,00:11:39,00:00:23,00:12:00,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9870,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
35,114,SHIMIZU CIVIL 1,00:47:41,00:47:01,00:11:25,00:00:33,00:11:05,00:00:28,00:12:44,00:00:32,00:10:51,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9797,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
36,281,BSIN 01 2017,00:47:49,00:47:14,00:10:53,00:00:30,00:10:54,00:00:26,00:10:24,00:00:31,00:14:09,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9964,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
37,104,SHIMIZU02,00:48:13,00:47:31,00:11:56,00:00:34,00:11:42,00:00:23,00:11:14,00:00:26,00:11:56,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9787,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
38,346,INDONAKANO AAA,00:48:14,00:47:38,00:10:49,00:00:34,00:10:58,00:00:25,00:13:43,00:00:28,00:11:15,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10029,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
39,345,TOKIO MARINE TEAM J,00:48:33,00:47:35,00:13:07,00:00:42,00:11:02,00:00:28,00:10:49,00:00:26,00:11:57,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10028,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
40,28,SF09,00:48:37,00:48:02,00:09:39,00:00:27,00:13:37,00:00:27,00:10:03,00:00:30,00:13:50,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9711,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
41,310,TAKENAKA 01,00:48:45,00:47:45,00:12:46,00:01:00,00:10:31,00:00:35,00:11:58,00:00:22,00:11:30,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9993,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
42,4,PANIN DAI ICHI LIFE 3,00:48:55,00:48:20,00:10:46,00:00:28,00:12:47,00:00:26,00:13:05,00:00:23,00:10:58,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9687,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
43,116,SHIMIZU OBAYASHI WIKA JAKON JO 1,00:49:11,00:48:21,00:12:59,00:00:39,00:11:07,00:00:27,00:10:13,00:00:25,00:13:17,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9799,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
44,198,G TEKT BULAN,00:49:29,00:48:54,00:11:29,00:00:39,00:10:37,00:00:23,00:10:35,00:00:30,00:15:13,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9881,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
45,349,HPM2,00:49:47,00:49:12,00:13:01,00:00:44,00:09:48,00:00:38,00:13:07,00:00:29,00:11:58,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-10032,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
46,234,DELOITTE 1,00:49:54,00:48:59,00:13:04,00:00:41,00:11:29,00:00:32,00:11:34,00:00:25,00:12:07,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9917,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
47,218,MEIWA KOGYO 1,00:50:08,00:49:16,00:12:46,00:00:37,00:12:59,00:00:36,00:11:58,00:00:23,00:10:46,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9901,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
48,29,SF11,00:50:08,00:49:23,00:14:56,00:00:39,00:11:11,00:00:26,00:11:31,00:00:26,00:10:56,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9712,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
49,105,SHIMIZU03,00:50:13,00:49:26,00:11:40,00:00:32,00:12:51,00:00:36,00:11:40,00:00:25,00:12:26,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9788,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
50,173,KOMATSU KOGYO A,00:50:16,00:49:16,00:11:44,00:00:31,00:12:07,00:00:41,00:13:32,00:01:01,00:10:36,Jakarta Kizuna Ekiden 2017,https://images.racetec.net/results/racelogo/19723/19723_12.jpg,Jakarta Kizuna Ekiden,http://results.scorenow.co.id/myresults.aspx?uid=19723-12-1-9856,http://results.scorenow.co.id/results.aspx?CId=19723&RId=12
