Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
101,5100,Li Leen Ang,14:50:46,Female,34,Malaysia,14:50:34,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187595,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
102,5087,Huyen Van,15:07:03,Female,35,Vietnam,15:06:49,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187582,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
103,5093,Eddie James,15:24:36,Male,68,Malaysia,15:24:25,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187588,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
104,5068,Alice Danny,15:24:36,Female,36,Malaysia,15:24:26,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187563,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
105,5119,Thi Ngoc Ly Le,15:32:16,Female,37,Vietnam,15:32:11,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187614,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
106,5118,Huynh Nguyen Khang Le,15:33:00,Male,69,Singapore,15:32:53,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187613,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5015,Remedy Waloni,DNF,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187510,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5075,Basuki Pratanu,DNF,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187570,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5086,Ngoc Dat Nguyen,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187581,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5096,Ngoc Ngan Nguyen,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187591,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
