Pos,Bib No,Name,Time,Gender,Gen Pos,Country,Finish,race_name,race_large_logo,race_category,runner_id,race_link
,5114,Ha Khong,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187609,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5115,Quoc Tuan Ngo,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187610,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5120,Hong Hanh Do,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187615,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5122,Thanh Nhan Nguyen,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187617,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5124,THI THU LOAN KIEU,DNF,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187619,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5130,Truong Anh Dung Huynh,DNF,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187625,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5135,Sofwan Hakim,DNF,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187630,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5002,Taofik Hidayat,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187497,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5003,Sobiri Haerudin,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187498,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5018,Ruth Theresia,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187513,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5028,Norhani Mohd Jaffar,DNS,Female,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187523,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5032,Yustina Wardhani Setyowati,DNS,Female,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187527,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5037,Stephanie Bowkett,DNS,Female,,England,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187532,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5039,Charlotte Lousada,DNS,Female,,England,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187534,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5067,Junchen Zhou,DNS,Male,,China,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187562,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5070,Ngoc Tung Nguyen,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187565,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5089,Stephen Murtagh,DNS,Male,,Singapore,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187584,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5090,Mohd Hafiz Syane,DNS,Male,,Singapore,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187585,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5091,Niniyana Mat Zahim,DNS,Female,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187586,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5106,Siti Farah Hanisah Md Ariffin,DNS,Female,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187601,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5108,Paul Ho Jit Loong,DNS,Male,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187603,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5110,Wan Azuan Wan Ali,DNS,Male,,Malaysia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187605,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5117,Thi Hien Trang Tran,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187612,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5133,Muhammad Iqbal Zakir,DNS,Male,,Indonesia,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187628,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5134,Tho Quynh Huong Nguyen,DNS,Female,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187629,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5137,Vu Duc Huy,DNS,Male,,Vietnam,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187632,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
,5138,Koken Ogasawara,DNS,Male,,Japan,,Bali Ultra Trail,https://images.racetec.net/results/racelogo/19723/19723_144.png,50K,http://results.scorenow.co.id/myresults.aspx?uid=19723-144-2-187633,http://results.scorenow.co.id/results.aspx?CId=19723&RId=144
